RE102 limit (X);RE102 limit (Y);RE102 limit (Helicopter) (X);RE102 limit (Helicopter) (Y);RE102 limit (Large Aircraft) (X);RE102 limit (Large Aircraft) (Y);Trace 1  (X);Trace 1  (Y);Trace 2  (X);Trace 2  (Y);Trace 3  (X);Trace 3  (Y);Trace 4  (X);Trace 4  (Y);Trace 5  (X);Trace 5  (Y);Trace 6  (X);Trace 6  (Y);Trace 7 Už asi 7. (X);Trace 7 Už asi 7. (Y);Trace 8 Už asi 7. (X);Trace 8 Už asi 7. (Y);Trace 9 Už asi 7. (X);Trace 9 Už asi 7. (Y);Trace 10 Už asi 7. (X);Trace 10 Už asi 7. (Y);Trace 11 Už asi 11. (X);Trace 11 Už asi 11. (Y)
;;;;;;244960000,0000;19,5167;244960000,0000;19,1262;244960000,0000;20,2916;244960000,0000;18,7398;244960000,0000;19,7750;244960000,0000;19,1262;244960000,0000;20,5478;244960000,0000;19,1262;244960000,0000;19,7750;244960000,0000;20,6780;244960000,0000;20,1634
;;;;;;245000000,0000;20,1700;245000000,0000;20,9408;245000000,0000;20,4263;245000000,0000;20,2981;245000000,0000;20,4263;245000000,0000;20,6846;245000000,0000;19,7816;245000000,0000;20,0419;245000000,0000;20,5544;245000000,0000;19,2630;245000000,0000;18,6203
;;;;;;245040000,0000;19,5299;245040000,0000;19,6601;245040000,0000;20,8193;245040000,0000;19,0093;245040000,0000;19,3997;245040000,0000;20,0485;245040000,0000;20,4329;245040000,0000;19,7882;245040000,0000;20,4329;245040000,0000;19,9184;245040000,0000;19,3997
;;;;;;245080000,0000;19,6667;245080000,0000;20,4395;245080000,0000;20,0552;245080000,0000;19,6667;245080000,0000;19,9250;245080000,0000;19,5366;245080000,0000;19,0159;245080000,0000;19,1461;245080000,0000;19,4064;245080000,0000;20,9541;245080000,0000;21,0883
;;;;;;245120000,0000;20,1900;245120000,0000;19,6734;245120000,0000;20,0618;245120000,0000;20,0618;245120000,0000;19,4131;245120000,0000;19,1528;245120000,0000;20,5744;245120000,0000;19,9317;245120000,0000;20,7045;245120000,0000;20,7045;245120000,0000;19,8015
;;;;;;245160000,0000;20,3248;245160000,0000;18,7731;245160000,0000;18,9012;245160000,0000;20,1967;245160000,0000;19,4198;245160000,0000;19,8082;245160000,0000;19,9384;245160000,0000;19,9384;245160000,0000;19,1595;245160000,0000;20,7112;245160000,0000;19,6801
;;;;;;245200000,0000;20,2035;245200000,0000;19,4266;245200000,0000;19,6869;245200000,0000;19,2964;245200000,0000;19,8150;245200000,0000;18,6537;245200000,0000;20,0753;245200000,0000;18,6537;245200000,0000;19,0361;245200000,0000;19,6869;245200000,0000;20,4597
;;;;;;245240000,0000;18,6605;245240000,0000;19,9520;245240000,0000;18,9147;245240000,0000;19,4333;245240000,0000;20,4665;245240000,0000;20,2102;245240000,0000;19,1730;245240000,0000;19,5635;245240000,0000;20,8529;245240000,0000;20,9810;245240000,0000;19,4333
;;;;;;245280000,0000;19,7005;245280000,0000;19,7005;245280000,0000;19,5703;245280000,0000;20,0889;245280000,0000;19,0497;245280000,0000;19,9588;245280000,0000;20,8597;245280000,0000;20,4733;245280000,0000;18,5412;245280000,0000;19,7005;245280000,0000;20,4733
;;;;;;245320000,0000;19,5772;245320000,0000;20,2239;245320000,0000;19,7073;245320000,0000;19,0565;245320000,0000;19,7073;245320000,0000;20,4801;245320000,0000;20,7384;245320000,0000;20,6083;245320000,0000;19,5772;245320000,0000;19,5772;245320000,0000;18,9284
;;;;;;245360000,0000;19,7142;245360000,0000;18,9353;245360000,0000;19,8423;245360000,0000;19,3237;245360000,0000;19,8423;245360000,0000;19,7142;245360000,0000;19,4539;245360000,0000;20,2308;245360000,0000;19,1936;245360000,0000;19,3237;245360000,0000;19,4539
;;;;;;245400000,0000;19,7211;245400000,0000;19,7211;245400000,0000;19,2005;245400000,0000;19,9794;245400000,0000;19,7211;245400000,0000;20,3658;245400000,0000;19,0703;245400000,0000;19,9794;245400000,0000;19,3306;245400000,0000;20,4939;245400000,0000;19,4608
;;;;;;245440000,0000;19,4677;245440000,0000;19,0772;245440000,0000;19,7280;245440000,0000;19,4677;245440000,0000;19,5979;245440000,0000;19,7280;245440000,0000;19,8562;245440000,0000;20,1165;245440000,0000;19,0772;245440000,0000;19,7280;245440000,0000;19,7280
;;;;;;245480000,0000;19,9933;245480000,0000;20,2516;245480000,0000;19,7350;245480000,0000;19,3445;245480000,0000;20,3797;245480000,0000;20,5078;245480000,0000;19,0842;245480000,0000;19,7350;245480000,0000;19,2144;245480000,0000;21,1566;245480000,0000;19,4747
;;;;;;245520000,0000;19,7420;245520000,0000;20,5148;245520000,0000;19,7420;245520000,0000;19,4817;245520000,0000;21,0294;245520000,0000;20,3867;245520000,0000;20,1304;245520000,0000;21,8307;245520000,0000;19,2214;245520000,0000;19,4817;245520000,0000;18,9631
;;;;;;245560000,0000;19,7490;245560000,0000;20,5218;245560000,0000;21,1706;245560000,0000;20,0073;245560000,0000;20,2656;245560000,0000;20,0073;245560000,0000;20,3937;245560000,0000;19,4887;245560000,0000;19,8771;245560000,0000;20,3937;245560000,0000;19,0982
;;;;;;245600000,0000;20,5289;245600000,0000;19,4957;245600000,0000;18,0884;245600000,0000;19,4957;245600000,0000;19,7561;245600000,0000;21,4441;245600000,0000;19,2354;245600000,0000;18,8490;245600000,0000;20,6570;245600000,0000;19,3656;245600000,0000;20,7872
;;;;;;245640000,0000;19,7631;245640000,0000;18,9842;245640000,0000;20,2797;245640000,0000;19,5028;245640000,0000;19,7631;245640000,0000;19,5028;245640000,0000;19,8913;245640000,0000;19,6330;245640000,0000;19,7631;245640000,0000;19,7631;245640000,0000;19,7631
;;;;;;245680000,0000;19,3797;245680000,0000;22,1273;245680000,0000;20,0285;245680000,0000;20,1587;245680000,0000;20,2868;245680000,0000;20,6712;245680000,0000;20,1587;245680000,0000;20,5430;245680000,0000;19,6401;245680000,0000;20,4149;245680000,0000;19,7702
;;;;;;245720000,0000;19,1265;245720000,0000;19,5170;245720000,0000;19,7773;245720000,0000;19,3869;245720000,0000;19,6472;245720000,0000;19,6472;245720000,0000;19,7773;245720000,0000;19,3869;245720000,0000;20,5502;245720000,0000;21,4653;245720000,0000;21,3311
;;;;;;245760000,0000;20,1729;245760000,0000;20,8156;245760000,0000;20,0428;245760000,0000;19,5242;245760000,0000;19,9126;245760000,0000;19,1337;245760000,0000;19,6543;245760000,0000;19,9126;245760000,0000;20,0428;245760000,0000;19,7845;245760000,0000;20,8156
;;;;;;245800000,0000;19,1408;245800000,0000;19,1408;245800000,0000;19,5313;245800000,0000;20,5645;245800000,0000;19,2710;245800000,0000;19,5313;245800000,0000;21,8803;245800000,0000;20,0499;245800000,0000;20,0499;245800000,0000;19,4012;245800000,0000;19,5313
;;;;;;245840000,0000;20,0571;245840000,0000;20,0571;245840000,0000;20,6998;245840000,0000;19,5385;245840000,0000;20,0571;245840000,0000;21,0862;245840000,0000;20,9581;245840000,0000;19,4083;245840000,0000;19,6687;245840000,0000;20,8299;245840000,0000;20,8299
;;;;;;245880000,0000;19,9342;245880000,0000;20,3226;245880000,0000;19,8060;245880000,0000;18,8990;245880000,0000;20,1945;245880000,0000;20,0643;245880000,0000;19,5457;245880000,0000;19,4156;245880000,0000;19,8060;245880000,0000;19,6759;245880000,0000;19,2854
;;;;;;245920000,0000;19,2926;245920000,0000;19,8133;245920000,0000;20,0715;245920000,0000;20,2017;245920000,0000;19,1625;245920000,0000;20,0715;245920000,0000;18,5259;245920000,0000;19,9414;245920000,0000;20,0715;245920000,0000;20,5861;245920000,0000;19,1625
;;;;;;245960000,0000;19,8205;245960000,0000;19,2999;245960000,0000;19,2999;245960000,0000;21,1079;245960000,0000;19,8205;245960000,0000;20,3371;245960000,0000;20,0788;245960000,0000;19,5602;245960000,0000;19,6904;245960000,0000;20,2090;245960000,0000;21,6428
;;;;;;246000000,0000;18,9207;246000000,0000;18,9207;246000000,0000;19,5675;246000000,0000;20,4725;246000000,0000;18,9207;246000000,0000;19,8278;246000000,0000;20,0861;246000000,0000;19,5675;246000000,0000;20,8589;246000000,0000;20,4725;246000000,0000;18,9207
;;;;;;246040000,0000;20,4798;246040000,0000;20,8662;246040000,0000;20,8662;246040000,0000;20,3517;246040000,0000;18,9280;246040000,0000;21,6573;246040000,0000;20,6079;246040000,0000;19,8351;246040000,0000;19,8351;246040000,0000;20,0934;246040000,0000;20,2235
;;;;;;246080000,0000;19,4519;246080000,0000;19,8424;246080000,0000;20,8735;246080000,0000;19,5821;246080000,0000;19,1916;246080000,0000;19,8424;246080000,0000;19,5821;246080000,0000;19,1916;246080000,0000;19,7122;246080000,0000;19,9705;246080000,0000;20,6152
;;;;;;246120000,0000;18,6905;246120000,0000;19,1989;246120000,0000;19,3291;246120000,0000;19,1989;246120000,0000;20,4944;246120000,0000;19,3291;246120000,0000;19,3291;246120000,0000;19,3291;246120000,0000;20,7507;246120000,0000;19,8497;246120000,0000;19,9778
;;;;;;246160000,0000;19,9852;246160000,0000;19,3364;246160000,0000;20,8882;246160000,0000;19,8571;246160000,0000;20,5018;246160000,0000;19,4666;246160000,0000;19,8571;246160000,0000;19,0781;246160000,0000;19,3364;246160000,0000;20,8882;246160000,0000;20,1154
;;;;;;246200000,0000;18,8313;246200000,0000;20,7654;246200000,0000;20,6373;246200000,0000;19,8644;246200000,0000;21,1518;246200000,0000;20,1227;246200000,0000;20,1227;246200000,0000;20,5091;246200000,0000;19,7343;246200000,0000;20,2529;246200000,0000;19,9926
;;;;;;246240000,0000;19,8718;246240000,0000;20,6446;246240000,0000;20,6446;246240000,0000;20,3884;246240000,0000;20,3884;246240000,0000;21,1592;246240000,0000;20,6446;246240000,0000;19,2210;246240000,0000;20,1301;246240000,0000;21,1592;246240000,0000;18,9648
;;;;;;246280000,0000;19,4887;246280000,0000;20,2677;246280000,0000;19,2284;246280000,0000;21,9679;246280000,0000;19,8792;246280000,0000;20,3958;246280000,0000;20,2677;246280000,0000;20,5239;246280000,0000;21,0385;246280000,0000;20,2677;246280000,0000;20,6520
;;;;;;246320000,0000;20,1449;246320000,0000;20,7876;246320000,0000;20,1449;246320000,0000;20,2751;246320000,0000;21,8431;246320000,0000;19,1077;246320000,0000;18,8535;246320000,0000;19,8866;246320000,0000;18,7274;246320000,0000;20,0148;246320000,0000;20,1449
;;;;;;246360000,0000;20,2825;246360000,0000;19,3734;246360000,0000;21,1814;246360000,0000;19,3734;246360000,0000;18,8609;246360000,0000;20,1524;246360000,0000;20,2825;246360000,0000;19,1152;246360000,0000;20,4107;246360000,0000;19,6338;246360000,0000;19,2433
;;;;;;246400000,0000;20,2900;246400000,0000;19,7714;246400000,0000;19,5110;246400000,0000;19,6412;246400000,0000;19,7714;246400000,0000;21,1889;246400000,0000;19,6412;246400000,0000;19,9015;246400000,0000;18,8684;246400000,0000;20,4181;246400000,0000;20,6743
;;;;;;246440000,0000;18,7498;246440000,0000;20,2974;246440000,0000;20,0371;246440000,0000;20,0371;246440000,0000;19,7788;246440000,0000;20,5537;246440000,0000;20,1673;246440000,0000;19,7788;246440000,0000;19,0019;246440000,0000;19,7788;246440000,0000;20,2974
;;;;;;246480000,0000;19,6562;246480000,0000;19,9165;246480000,0000;20,9476;246480000,0000;19,2657;246480000,0000;21,3381;246480000,0000;20,6893;246480000,0000;19,7863;246480000,0000;18,6291;246480000,0000;19,5260;246480000,0000;19,1376;246480000,0000;21,4703
;;;;;;246520000,0000;19,5335;246520000,0000;21,3456;246520000,0000;20,5687;246520000,0000;19,7938;246520000,0000;20,4406;246520000,0000;20,0521;246520000,0000;19,7938;246520000,0000;20,5687;246520000,0000;19,4033;246520000,0000;20,3124;246520000,0000;19,7938
;;;;;;246560000,0000;20,4481;246560000,0000;19,6712;246560000,0000;20,0596;246560000,0000;20,5762;246560000,0000;21,4853;246560000,0000;20,3199;246560000,0000;20,4481;246560000,0000;20,4481;246560000,0000;20,0596;246560000,0000;20,9626;246560000,0000;19,2807
;;;;;;246600000,0000;20,5837;246600000,0000;19,9390;246600000,0000;20,4556;246600000,0000;19,8089;246600000,0000;20,0671;246600000,0000;20,1973;246600000,0000;19,8089;246600000,0000;19,6787;246600000,0000;19,6787;246600000,0000;19,6787;246600000,0000;19,1601
;;;;;;246640000,0000;21,2339;246640000,0000;19,6862;246640000,0000;18,9134;246640000,0000;20,0747;246640000,0000;19,9466;246640000,0000;19,6862;246640000,0000;20,2048;246640000,0000;19,4259;246640000,0000;20,2048;246640000,0000;19,8164;246640000,0000;19,6862
;;;;;;246680000,0000;20,2124;246680000,0000;20,3426;246680000,0000;19,9541;246680000,0000;19,9541;246680000,0000;19,6938;246680000,0000;20,2124;246680000,0000;21,2415;246680000,0000;20,2124;246680000,0000;19,5636;246680000,0000;20,2124;246680000,0000;19,3033
;;;;;;246720000,0000;20,2200;246720000,0000;19,3109;246720000,0000;19,5712;246720000,0000;19,1827;246720000,0000;21,3833;246720000,0000;20,0898;246720000,0000;19,9617;246720000,0000;20,2200;246720000,0000;19,7014;246720000,0000;20,8626;246720000,0000;20,2200
;;;;;;246760000,0000;23,2619;246760000,0000;20,7421;246760000,0000;19,7089;246760000,0000;19,7089;246760000,0000;19,4486;246760000,0000;21,0004;246760000,0000;21,9257;246760000,0000;20,2275;246760000,0000;19,9693;246760000,0000;19,7089;246760000,0000;19,8391
;;;;;;246800000,0000;20,6215;246800000,0000;20,7497;246800000,0000;21,0079;246800000,0000;19,4562;246800000,0000;20,3653;246800000,0000;20,7497;246800000,0000;19,8467;246800000,0000;20,2351;246800000,0000;20,1050;246800000,0000;20,3653;246800000,0000;19,9768
;;;;;;246840000,0000;20,1126;246840000,0000;19,9845;246840000,0000;19,2055;246840000,0000;18,6971;246840000,0000;21,2718;246840000,0000;20,5010;246840000,0000;20,2427;246840000,0000;21,1437;246840000,0000;19,8543;246840000,0000;21,0156;246840000,0000;19,9845
;;;;;;246880000,0000;19,9921;246880000,0000;20,3805;246880000,0000;19,9921;246880000,0000;20,7649;246880000,0000;19,8619;246880000,0000;20,2504;246880000,0000;19,2131;246880000,0000;19,7317;246880000,0000;20,3805;246880000,0000;21,1513;246880000,0000;19,2131
;;;;;;246920000,0000;20,7725;246920000,0000;21,1589;246920000,0000;20,2580;246920000,0000;19,2208;246920000,0000;20,3881;246920000,0000;19,4790;246920000,0000;19,3489;246920000,0000;20,7725;246920000,0000;20,6444;246920000,0000;20,3881;246920000,0000;20,1278
;;;;;;246960000,0000;21,2947;246960000,0000;21,1666;246960000,0000;19,2284;246960000,0000;19,4867;246960000,0000;21,8296;246960000,0000;19,4867;246960000,0000;20,0073;246960000,0000;19,3565;246960000,0000;20,2656;246960000,0000;20,7802;246960000,0000;19,3565
;;;;;;247000000,0000;20,2733;247000000,0000;19,7547;247000000,0000;20,4034;247000000,0000;20,2733;247000000,0000;21,5688;247000000,0000;20,6597;247000000,0000;20,7878;247000000,0000;20,9159;247000000,0000;19,4943;247000000,0000;21,0461;247000000,0000;20,7878
;;;;;;247040000,0000;20,1508;247040000,0000;19,2437;247040000,0000;19,8925;247040000,0000;20,7955;247040000,0000;20,2809;247040000,0000;20,9236;247040000,0000;20,6673;247040000,0000;20,4111;247040000,0000;20,0226;247040000,0000;19,8925;247040000,0000;19,7623
;;;;;;247080000,0000;20,4188;247080000,0000;20,0303;247080000,0000;19,1233;247080000,0000;20,6750;247080000,0000;19,1233;247080000,0000;20,6750;247080000,0000;20,5469;247080000,0000;20,5469;247080000,0000;19,3795;247080000,0000;19,7700;247080000,0000;20,2886
;;;;;;247120000,0000;20,8108;247120000,0000;19,6475;247120000,0000;20,0380;247120000,0000;19,3872;247120000,0000;20,0380;247120000,0000;20,1661;247120000,0000;20,5546;247120000,0000;19,6475;247120000,0000;19,1309;247120000,0000;19,5173;247120000,0000;20,8108
;;;;;;247160000,0000;19,2667;247160000,0000;19,7854;247160000,0000;20,4341;247160000,0000;20,5622;247160000,0000;19,3949;247160000,0000;19,9155;247160000,0000;20,5622;247160000,0000;20,1738;247160000,0000;19,6552;247160000,0000;20,5622;247160000,0000;19,9155
;;;;;;247200000,0000;19,4026;247200000,0000;20,6981;247200000,0000;19,6629;247200000,0000;20,4418;247200000,0000;19,2744;247200000,0000;22,9433;247200000,0000;20,0534;247200000,0000;20,6981;247200000,0000;20,5699;247200000,0000;19,2744;247200000,0000;19,7931
;;;;;;247240000,0000;19,9309;247240000,0000;20,0611;247240000,0000;20,5777;247240000,0000;21,4827;247240000,0000;20,9620;247240000,0000;20,8339;247240000,0000;20,1892;247240000,0000;20,8339;247240000,0000;19,5404;247240000,0000;19,1540;247240000,0000;21,7491
;;;;;;247280000,0000;20,3271;247280000,0000;20,3271;247280000,0000;20,1969;247280000,0000;20,0688;247280000,0000;20,0688;247280000,0000;19,8085;247280000,0000;20,9697;247280000,0000;20,4572;247280000,0000;19,9386;247280000,0000;21,0999;247280000,0000;20,7135
;;;;;;247320000,0000;20,3348;247320000,0000;20,4650;247320000,0000;20,9775;247320000,0000;20,4650;247320000,0000;20,3348;247320000,0000;20,7212;247320000,0000;21,2358;247320000,0000;19,2976;247320000,0000;19,8162;247320000,0000;19,5559;247320000,0000;21,1076
;;;;;;247360000,0000;20,2124;247360000,0000;19,6938;247360000,0000;20,2124;247360000,0000;19,6938;247360000,0000;19,8239;247360000,0000;20,0843;247360000,0000;20,3426;247360000,0000;19,5636;247360000,0000;20,3426;247360000,0000;20,2124;247360000,0000;20,8571
;;;;;;247400000,0000;19,8317;247400000,0000;20,3503;247400000,0000;19,8317;247400000,0000;20,6086;247400000,0000;19,9618;247400000,0000;19,1850;247400000,0000;20,0920;247400000,0000;19,1850;247400000,0000;19,7015;247400000,0000;19,9618;247400000,0000;20,2201
;;;;;;247440000,0000;19,8394;247440000,0000;19,3208;247440000,0000;19,8394;247440000,0000;20,8726;247440000,0000;19,4490;247440000,0000;20,0998;247440000,0000;19,8394;247440000,0000;19,5791;247440000,0000;19,5791;247440000,0000;21,2590;247440000,0000;19,3208
;;;;;;247480000,0000;19,5869;247480000,0000;19,3286;247480000,0000;19,8472;247480000,0000;19,9773;247480000,0000;18,8202;247480000,0000;19,4567;247480000,0000;20,1075;247480000,0000;19,4567;247480000,0000;19,4567;247480000,0000;19,4567;247480000,0000;20,3658
;;;;;;247520000,0000;19,5946;247520000,0000;19,4645;247520000,0000;19,5946;247520000,0000;20,6319;247520000,0000;20,7600;247520000,0000;20,8881;247520000,0000;20,3736;247520000,0000;20,3736;247520000,0000;19,2082;247520000,0000;19,3363;247520000,0000;20,3736
;;;;;;247560000,0000;20,2512;247560000,0000;21,5446;247560000,0000;20,5115;247560000,0000;20,8959;247560000,0000;19,3441;247560000,0000;19,7326;247560000,0000;19,6024;247560000,0000;20,1231;247560000,0000;19,7326;247560000,0000;19,2160;247560000,0000;19,9929
;;;;;;247600000,0000;20,9037;247600000,0000;20,5193;247600000,0000;20,5193;247600000,0000;19,8705;247600000,0000;19,8705;247600000,0000;20,3891;247600000,0000;21,1619;247600000,0000;20,9037;247600000,0000;19,8705;247600000,0000;21,2901;247600000,0000;19,2238
;;;;;;247640000,0000;19,7481;247640000,0000;20,3969;247640000,0000;20,5271;247640000,0000;19,7481;247640000,0000;20,2667;247640000,0000;20,7833;247640000,0000;20,3969;247640000,0000;21,0396;247640000,0000;20,1386;247640000,0000;19,7481;247640000,0000;20,9114
;;;;;;247680000,0000;21,3056;247680000,0000;21,1775;247680000,0000;20,2745;247680000,0000;20,9192;247680000,0000;20,6630;247680000,0000;20,4047;247680000,0000;20,1464;247680000,0000;19,7559;247680000,0000;19,7559;247680000,0000;19,8861;247680000,0000;19,1133
;;;;;;247720000,0000;19,7637;247720000,0000;20,1542;247720000,0000;19,6336;247720000,0000;19,8939;247720000,0000;19,8939;247720000,0000;19,5034;247720000,0000;20,2823;247720000,0000;20,1542;247720000,0000;19,5034;247720000,0000;20,6708;247720000,0000;20,1542
;;;;;;247760000,0000;20,0318;247760000,0000;20,1620;247760000,0000;20,4203;247760000,0000;20,2901;247760000,0000;19,7715;247760000,0000;20,5505;247760000,0000;20,1620;247760000,0000;19,2550;247760000,0000;20,5505;247760000,0000;21,9843;247760000,0000;19,6414
;;;;;;247800000,0000;19,5190;247800000,0000;20,0397;247800000,0000;20,1698;247800000,0000;20,6864;247800000,0000;20,0397;247800000,0000;21,9921;247800000,0000;20,2979;247800000,0000;20,2979;247800000,0000;19,5190;247800000,0000;21,2009;247800000,0000;21,2009
;;;;;;247840000,0000;19,6570;247840000,0000;20,4359;247840000,0000;20,1776;247840000,0000;19,9173;247840000,0000;20,4359;247840000,0000;20,0475;247840000,0000;20,8223;247840000,0000;19,1445;247840000,0000;20,8223;247840000,0000;21,0786;247840000,0000;20,4359
;;;;;;247880000,0000;20,9583;247880000,0000;20,1855;247880000,0000;19,5347;247880000,0000;20,1855;247880000,0000;19,4065;247880000,0000;19,4065;247880000,0000;18,8981;247880000,0000;20,3136;247880000,0000;20,0553;247880000,0000;20,1855;247880000,0000;20,3136
;;;;;;247920000,0000;20,4516;247920000,0000;20,1933;247920000,0000;20,7099;247920000,0000;20,0631;247920000,0000;20,1933;247920000,0000;20,8380;247920000,0000;19,6726;247920000,0000;20,3214;247920000,0000;19,1601;247920000,0000;20,5817;247920000,0000;19,9330
;;;;;;247960000,0000;20,7177;247960000,0000;20,3292;247960000,0000;19,0419;247960000,0000;20,2011;247960000,0000;20,8458;247960000,0000;20,2011;247960000,0000;20,5896;247960000,0000;19,5503;247960000,0000;21,2322;247960000,0000;20,7177;247960000,0000;21,2322
;;;;;;248000000,0000;21,4963;248000000,0000;20,0788;248000000,0000;19,4300;248000000,0000;20,0788;248000000,0000;21,1099;248000000,0000;20,4672;248000000,0000;21,1099;248000000,0000;21,7627;248000000,0000;20,5974;248000000,0000;20,4672;248000000,0000;20,0788
;;;;;;248040000,0000;19,8263;248040000,0000;20,7334;248040000,0000;19,8263;248040000,0000;20,9896;248040000,0000;20,8615;248040000,0000;20,2168;248040000,0000;20,3449;248040000,0000;21,5042;248040000,0000;19,9565;248040000,0000;20,0866;248040000,0000;19,1837
;;;;;;248080000,0000;20,0945;248080000,0000;20,6131;248080000,0000;19,5738;248080000,0000;20,0945;248080000,0000;20,0945;248080000,0000;21,7784;248080000,0000;20,8693;248080000,0000;20,3528;248080000,0000;20,7412;248080000,0000;20,3528;248080000,0000;20,6131
;;;;;;248120000,0000;21,3917;248120000,0000;20,6209;248120000,0000;21,2636;248120000,0000;21,0053;248120000,0000;19,0733;248120000,0000;21,3917;248120000,0000;19,8420;248120000,0000;20,2325;248120000,0000;19,9722;248120000,0000;19,9722;248120000,0000;20,3606
;;;;;;248160000,0000;20,1102;248160000,0000;19,5896;248160000,0000;20,4986;248160000,0000;20,4986;248160000,0000;19,8499;248160000,0000;20,2404;248160000,0000;19,0811;248160000,0000;19,9800;248160000,0000;20,4986;248160000,0000;19,5896;248160000,0000;19,7197
;;;;;;248200000,0000;20,6367;248200000,0000;19,9879;248200000,0000;19,9879;248200000,0000;20,6367;248200000,0000;21,8020;248200000,0000;21,5356;248200000,0000;21,0210;248200000,0000;20,5065;248200000,0000;19,2151;248200000,0000;20,8929;248200000,0000;20,6367
;;;;;;248240000,0000;20,1259;248240000,0000;20,2561;248240000,0000;19,7354;248240000,0000;20,6445;248240000,0000;20,7726;248240000,0000;20,2561;248240000,0000;20,1259;248240000,0000;20,5144;248240000,0000;19,9958;248240000,0000;19,6053;248240000,0000;19,7354
;;;;;;248280000,0000;19,4850;248280000,0000;20,0036;248280000,0000;20,1338;248280000,0000;20,1338;248280000,0000;19,4850;248280000,0000;20,9086;248280000,0000;19,1047;248280000,0000;20,0036;248280000,0000;19,7433;248280000,0000;20,9086;248280000,0000;20,0036
;;;;;;248320000,0000;20,3999;248320000,0000;20,1416;248320000,0000;20,3999;248320000,0000;20,0115;248320000,0000;19,7512;248320000,0000;20,3999;248320000,0000;22,0940;248320000,0000;20,9165;248320000,0000;20,0115;248320000,0000;21,4310;248320000,0000;19,7512
;;;;;;248360000,0000;19,7590;248360000,0000;19,8892;248360000,0000;20,2797;248360000,0000;19,1204;248360000,0000;21,0525;248360000,0000;21,0525;248360000,0000;19,3726;248360000,0000;20,1495;248360000,0000;20,1495;248360000,0000;20,1495;248360000,0000;20,2797
;;;;;;248400000,0000;19,6367;248400000,0000;20,9323;248400000,0000;20,9323;248400000,0000;20,0272;248400000,0000;20,5458;248400000,0000;21,5749;248400000,0000;21,3187;248400000,0000;20,1574;248400000,0000;20,6760;248400000,0000;20,2876;248400000,0000;19,8971
;;;;;;248440000,0000;20,8120;248440000,0000;21,9834;248440000,0000;20,0351;248440000,0000;19,9050;248440000,0000;20,1653;248440000,0000;23,1854;248440000,0000;20,1653;248440000,0000;19,7748;248440000,0000;19,7748;248440000,0000;20,0351;248440000,0000;20,8120
;;;;;;248480000,0000;20,8199;248480000,0000;20,4314;248480000,0000;20,8199;248480000,0000;20,3033;248480000,0000;20,0430;248480000,0000;19,9128;248480000,0000;20,1731;248480000,0000;21,4625;248480000,0000;19,2702;248480000,0000;22,3920;248480000,0000;20,1731
;;;;;;248520000,0000;20,0509;248520000,0000;20,8278;248520000,0000;19,4041;248520000,0000;19,0238;248520000,0000;20,3112;248520000,0000;20,5695;248520000,0000;20,1810;248520000,0000;20,5695;248520000,0000;20,0509;248520000,0000;19,6604;248520000,0000;19,2781
;;;;;;248560000,0000;19,4120;248560000,0000;20,3191;248560000,0000;20,3191;248560000,0000;19,7984;248560000,0000;19,2859;248560000,0000;20,5774;248560000,0000;20,0588;248560000,0000;19,7984;248560000,0000;20,0588;248560000,0000;21,0919;248560000,0000;19,6683
;;;;;;248600000,0000;20,8435;248600000,0000;20,0667;248600000,0000;20,9717;248600000,0000;20,0667;248600000,0000;20,3270;248600000,0000;20,1968;248600000,0000;19,8063;248600000,0000;20,9717;248600000,0000;20,5853;248600000,0000;20,5853;248600000,0000;19,2938
;;;;;;248640000,0000;19,6841;248640000,0000;20,7233;248640000,0000;20,7233;248640000,0000;19,4278;248640000,0000;20,5931;248640000,0000;19,9444;248640000,0000;21,8886;248640000,0000;20,3349;248640000,0000;20,3349;248640000,0000;19,8142;248640000,0000;19,5559
;;;;;;248680000,0000;20,9874;248680000,0000;20,7312;248680000,0000;20,3428;248680000,0000;21,3739;248680000,0000;19,9523;248680000,0000;20,6010;248680000,0000;21,1156;248680000,0000;19,5638;248680000,0000;20,0824;248680000,0000;20,3428;248680000,0000;19,5638
;;;;;;248720000,0000;21,1235;248720000,0000;20,3506;248720000,0000;20,8672;248720000,0000;20,2205;248720000,0000;20,0903;248720000,0000;20,9953;248720000,0000;19,6998;248720000,0000;20,6089;248720000,0000;20,3506;248720000,0000;20,8672;248720000,0000;21,9044
;;;;;;248760000,0000;19,7077;248760000,0000;20,3585;248760000,0000;19,9681;248760000,0000;19,5796;248760000,0000;19,9681;248760000,0000;21,1314;248760000,0000;22,3150;248760000,0000;20,0982;248760000,0000;20,0982;248760000,0000;20,3585;248760000,0000;19,7077
;;;;;;248800000,0000;20,6247;248800000,0000;19,4594;248800000,0000;19,9760;248800000,0000;20,3664;248800000,0000;20,7549;248800000,0000;20,1061;248800000,0000;19,4594;248800000,0000;21,1393;248800000,0000;19,4594;248800000,0000;20,7549;248800000,0000;19,8458
;;;;;;248840000,0000;20,3743;248840000,0000;20,3743;248840000,0000;20,2442;248840000,0000;20,6326;248840000,0000;20,1140;248840000,0000;21,0190;248840000,0000;20,3743;248840000,0000;20,7628;248840000,0000;20,7628;248840000,0000;20,1140;248840000,0000;19,8537
