RE102 limit (X);RE102 limit (Y);RE102 limit (Helicopter) (X);RE102 limit (Helicopter) (Y);RE102 limit (Large Aircraft) (X);RE102 limit (Large Aircraft) (Y);Trace 1  (X);Trace 1  (Y);Trace 2  (X);Trace 2  (Y)
;;;;;;220440000,0000;25,8416;220440000,0000;25,3190
;;;;;;220480000,0000;25,9762;220480000,0000;25,1912
;;;;;;220520000,0000;26,2409;220520000,0000;25,3277
;;;;;;220560000,0000;25,8548;220560000,0000;26,7639
;;;;;;220600000,0000;25,7291;220600000,0000;26,1195
;;;;;;220640000,0000;25,4711;220640000,0000;25,8636
;;;;;;220680000,0000;26,1284;220680000,0000;26,6470
;;;;;;220720000,0000;25,6122;220720000,0000;25,7423
;;;;;;220760000,0000;26,0071;220760000,0000;26,0071
;;;;;;220800000,0000;26,6603;220800000,0000;26,0116
;;;;;;220840000,0000;26,9251;220840000,0000;26,0160
;;;;;;220880000,0000;26,0205;220880000,0000;26,7994
;;;;;;220920000,0000;28,1035;220920000,0000;26,8039
;;;;;;220960000,0000;27,1948;220960000,0000;28,3744
;;;;;;221000000,0000;26,8129;221000000,0000;27,4576
;;;;;;221040000,0000;27,8526;221040000,0000;28,3834
;;;;;;221080000,0000;26,9520;221080000,0000;27,9893
;;;;;;221120000,0000;27,0847;221120000,0000;31,2762
;;;;;;221160000,0000;28,3969;221160000,0000;28,7955
;;;;;;221200000,0000;30,6406;221200000,0000;30,5104
;;;;;;221240000,0000;32,5650;221240000,0000;33,5778
;;;;;;221280000,0000;40,3771;221280000,0000;40,6313
;;;;;;221320000,0000;45,5840;221320000,0000;46,4748
;;;;;;221360000,0000;48,4805;221360000,0000;48,2283
;;;;;;221400000,0000;48,2329;221400000,0000;48,1068
;;;;;;221440000,0000;46,3603;221440000,0000;48,4897
;;;;;;221480000,0000;44,4125;221480000,0000;46,9974
;;;;;;221520000,0000;43,2477;221520000,0000;43,8538
;;;;;;221560000,0000;41,9100;221560000,0000;43,6204
;;;;;;221600000,0000;41,1703;221600000,0000;41,1703
;;;;;;221640000,0000;39,5215;221640000,0000;40,4184
;;;;;;221680000,0000;39,2678;221680000,0000;40,1688
;;;;;;221720000,0000;40,9340;221720000,0000;41,3082
;;;;;;221760000,0000;42,2992;221760000,0000;42,2992
;;;;;;221800000,0000;44,3376;221800000,0000;42,7920
;;;;;;221840000,0000;45,2778;221840000,0000;44,2284
;;;;;;221880000,0000;44,9164;221880000,0000;42,9233
;;;;;;221920000,0000;45,5311;221920000,0000;43,4181
;;;;;;221960000,0000;44,5799;221960000,0000;41,5863
;;;;;;222000000,0000;41,7170;222000000,0000;40,3320
;;;;;;222040000,0000;41,2214;222040000,0000;40,5930
;;;;;;222080000,0000;41,6003;222080000,0000;39,9591
;;;;;;222120000,0000;41,4809;222120000,0000;40,2200
;;;;;;222160000,0000;43,0780;222160000,0000;43,4461
;;;;;;222200000,0000;42,9607;222200000,0000;43,6949
;;;;;;222240000,0000;45,0805;222240000,0000;43,9376
;;;;;;222280000,0000;45,4513;222280000,0000;46,0736
;;;;;;222320000,0000;46,3346;222320000,0000;46,8471
;;;;;;222360000,0000;46,2112;222360000,0000;45,8268
;;;;;;222400000,0000;46,8566;222400000,0000;45,8316
;;;;;;222440000,0000;47,6036;222440000,0000;47,6036
;;;;;;222480000,0000;46,9921;222480000,0000;46,7379
;;;;;;222520000,0000;47,8592;222520000,0000;46,9969
;;;;;;222560000,0000;46,6193;222560000,0000;47,7399
;;;;;;222600000,0000;47,0064;222600000,0000;46,4959
;;;;;;222640000,0000;46,8851;222640000,0000;47,3793
;;;;;;222680000,0000;44,6649;222680000,0000;46,6336
;;;;;;222720000,0000;45,6255;222720000,0000;45,9977
;;;;;;222760000,0000;43,5173;222760000,0000;45,3863
;;;;;;222800000,0000;41,5615;222800000,0000;42,7879
;;;;;;222840000,0000;39,0180;222840000,0000;41,4402
;;;;;;222880000,0000;34,3005;222880000,0000;35,2258
;;;;;;222920000,0000;30,9719;222920000,0000;30,7116
;;;;;;222960000,0000;31,7475;222960000,0000;32,6404
;;;;;;223000000,0000;30,4609;223000000,0000;31,1097
;;;;;;223040000,0000;31,2447;223040000,0000;30,0752
;;;;;;223080000,0000;30,8610;223080000,0000;34,8655
;;;;;;223120000,0000;30,7357;223120000,0000;30,3452
;;;;;;223160000,0000;31,3872;223160000,0000;38,1291
;;;;;;223200000,0000;30,2247;223200000,0000;29,9644
;;;;;;223240000,0000;31,6532;223240000,0000;39,4526
;;;;;;223280000,0000;31,6580;223280000,0000;35,6564
;;;;;;223320000,0000;32,5557;223320000,0000;31,2785
;;;;;;223360000,0000;31,9260;223360000,0000;34,2241
;;;;;;223400000,0000;32,1830;223400000,0000;31,9309
;;;;;;223440000,0000;30,7744;223440000,0000;33,8373
;;;;;;223480000,0000;32,1928;223480000,0000;31,8104
;;;;;;223520000,0000;31,9454;223520000,0000;30,7842
;;;;;;223560000,0000;33,2214;223560000,0000;31,1775
;;;;;;223600000,0000;31,8250;223600000,0000;30,6638
;;;;;;223640000,0000;32,3404;223640000,0000;30,9290
;;;;;;223680000,0000;33,4882;223680000,0000;30,9338
;;;;;;223720000,0000;32,0959;223720000,0000;31,1970
;;;;;;223760000,0000;33,1177;223760000,0000;31,0738
;;;;;;223800000,0000;31,8495;223800000,0000;31,0787
;;;;;;223840000,0000;32,3649;223840000,0000;30,8233
;;;;;;223880000,0000;31,7312;223880000,0000;31,6030
;;;;;;223920000,0000;31,2215;223920000,0000;30,5728
;;;;;;223960000,0000;31,2264;223960000,0000;31,7410
;;;;;;224000000,0000;32,3845;224000000,0000;31,3615
;;;;;;224040000,0000;32,3894;224040000,0000;32,0091
;;;;;;224080000,0000;32,1401;224080000,0000;30,7226
;;;;;;224120000,0000;31,6326;224120000,0000;31,7607
;;;;;;224160000,0000;32,0239;224160000,0000;30,7325
;;;;;;224200000,0000;32,6634;224200000,0000;30,4771
;;;;;;224240000,0000;32,7964;224240000,0000;30,6122
;;;;;;224280000,0000;32,0387;224280000,0000;32,4190
;;;;;;224320000,0000;32,6782;224320000,0000;30,3618
;;;;;;224360000,0000;33,1916;224360000,0000;30,7572
;;;;;;224400000,0000;31,7953;224400000,0000;31,1526
;;;;;;224440000,0000;31,9284;224440000,0000;31,4159
;;;;;;224480000,0000;33,2065;224480000,0000;29,9891
;;;;;;224520000,0000;32,7030;224520000,0000;32,4488
;;;;;;224560000,0000;31,8151;224560000,0000;30,6518
;;;;;;224600000,0000;31,3056;224600000,0000;31,4357
;;;;;;224640000,0000;32,9721;224640000,0000;30,5316
;;;;;;224680000,0000;33,1052;224680000,0000;30,6668
;;;;;;224720000,0000;31,0622;224720000,0000;31,3205
;;;;;;224760000,0000;31,3255;224760000,0000;32,3505
;;;;;;224800000,0000;31,9732;224800000,0000;31,0722
;;;;;;224840000,0000;32,7428;224840000,0000;30,9470
;;;;;;224880000,0000;33,3844;224880000,0000;31,7269
;;;;;;224920000,0000;32,8810;224920000,0000;30,0439
;;;;;;224960000,0000;31,6088;224960000,0000;31,0922
;;;;;;225000000,0000;32,7628;225000000,0000;32,2544
;;;;;;225040000,0000;33,5305;225040000,0000;32,0032
;;;;;;225080000,0000;32,5187;225080000,0000;31,1072
;;;;;;225120000,0000;32,0132;225120000,0000;30,3313
;;;;;;225160000,0000;31,7620;225160000,0000;32,0182
;;;;;;225200000,0000;31,5107;225200000,0000;32,1534
;;;;;;225240000,0000;33,4295;225240000,0000;31,3856
;;;;;;225280000,0000;31,9052;225280000,0000;32,5438
;;;;;;225320000,0000;33,0572;225320000,0000;32,6749
;;;;;;225360000,0000;32,9362;225360000,0000;30,6218
;;;;;;225400000,0000;33,7018;225400000,0000;30,8871
;;;;;;225440000,0000;33,0723;225440000,0000;32,6900
;;;;;;225480000,0000;32,5689;225480000,0000;33,5858
;;;;;;225520000,0000;35,2972;225520000,0000;33,2105
;;;;;;225560000,0000;35,6846;225560000,0000;33,2156
;;;;;;225600000,0000;34,2335;225600000,0000;33,3467
;;;;;;225640000,0000;33,4799;225640000,0000;32,0787
;;;;;;225680000,0000;31,5712;225680000,0000;32,0837
;;;;;;225720000,0000;32,7253;225720000,0000;31,5763
;;;;;;225760000,0000;32,0938;225760000,0000;31,8376
;;;;;;225800000,0000;33,2459;225800000,0000;31,8427
;;;;;;225840000,0000;33,3771;225840000,0000;31,3332
;;;;;;225880000,0000;31,5965;225880000,0000;31,0779
;;;;;;225920000,0000;32,1141;225920000,0000;30,5624
;;;;;;225960000,0000;31,6067;225960000,0000;31,7348
;;;;;;226000000,0000;32,3805;226000000,0000;31,3535
;;;;;;226040000,0000;33,6567;226040000,0000;31,2284
;;;;;;226080000,0000;33,2815;226080000,0000;31,1033
;;;;;;226120000,0000;32,9042;226120000,0000;30,9783
;;;;;;226160000,0000;32,7812;226160000,0000;31,2437
;;;;;;226200000,0000;33,5509;226200000,0000;33,0425
;;;;;;226240000,0000;32,1548;226240000,0000;32,5371
;;;;;;226280000,0000;32,4161;226280000,0000;32,1599
;;;;;;226320000,0000;32,2951;226320000,0000;31,5223
;;;;;;226360000,0000;32,8066;226360000,0000;31,5274
;;;;;;226400000,0000;28,9029;226400000,0000;31,5325
;;;;;;226440000,0000;32,3105;226440000,0000;31,1492
;;;;;;226480000,0000;32,6959;226480000,0000;31,0241
;;;;;;226520000,0000;31,8061;226520000,0000;32,9552
;;;;;;226560000,0000;33,2145;226560000,0000;34,3555
;;;;;;226600000,0000;36,3252;226600000,0000;41,0272
;;;;;;226640000,0000;40,5219;226640000,0000;44,5934
;;;;;;226680000,0000;44,3707;226680000,0000;46,8743
;;;;;;226720000,0000;46,4950;226720000,0000;48,2563
;;;;;;226760000,0000;47,7692;226760000,0000;48,8898
;;;;;;226800000,0000;50,0155;226800000,0000;51,4066
;;;;;;226840000,0000;49,7746;226840000,0000;51,4117
;;;;;;226880000,0000;50,3959;226880000,0000;51,1301
;;;;;;226920000,0000;51,4220;226920000,0000;52,3616
;;;;;;226960000,0000;51,9946;226960000,0000;51,1404
;;;;;;227000000,0000;51,9997;227000000,0000;50,7713
;;;;;;227040000,0000;51,2788;227040000,0000;51,0408
;;;;;;227080000,0000;51,7761;227080000,0000;50,9117
;;;;;;227120000,0000;51,0511;227120000,0000;51,0511
;;;;;;227160000,0000;50,9220;227160000,0000;49,5696
;;;;;;227200000,0000;49,9449;227200000,0000;50,0669
;;;;;;227240000,0000;50,4422;227240000,0000;49,2037
;;;;;;227280000,0000;49,4610;227280000,0000;47,8360
;;;;;;227320000,0000;49,5902;227320000,0000;46,2000
;;;;;;227360000,0000;48,2165;227360000,0000;46,2051
;;;;;;227400000,0000;48,5938;227400000,0000;44,9168
;;;;;;227440000,0000;47,4845;227440000,0000;43,8563
;;;;;;227480000,0000;45,6105;227480000,0000;42,0209
;;;;;;227520000,0000;43,7446;227520000,0000;41,5278
;;;;;;227560000,0000;44,2399;227560000,0000;41,2787
;;;;;;227600000,0000;42,7787;227600000,0000;39,6142
;;;;;;227640000,0000;41,6674;227640000,0000;38,6920
;;;;;;227680000,0000;39,2300;227680000,0000;38,5650
;;;;;;227720000,0000;39,5016;227720000,0000;37,3926
;;;;;;227760000,0000;39,8932;227760000,0000;38,1828
;;;;;;227800000,0000;41,0535;227800000,0000;37,7975
;;;;;;227840000,0000;40,5482;227840000,0000;38,9843
;;;;;;227880000,0000;40,8097;227880000,0000;40,0369
;;;;;;227920000,0000;42,3280;227920000,0000;43,7963
;;;;;;227960000,0000;44,7635;227960000,0000;44,4137
;;;;;;228000000,0000;46,5319;228000000,0000;45,6778
;;;;;;228040000,0000;46,0490;228040000,0000;45,5630
;;;;;;228080000,0000;46,2983;228080000,0000;44,8929
;;;;;;228120000,0000;44,6724;228120000,0000;43,8223
;;;;;;228160000,0000;43,0953;228160000,0000;38,8936
;;;;;;228200000,0000;37,8494;228200000,0000;33,9344
;;;;;;228240000,0000;35,2453;228240000,0000;31,5113
;;;;;;228280000,0000;33,1822;228280000,0000;30,6054
;;;;;;228320000,0000;34,2022;228320000,0000;31,1313
;;;;;;228360000,0000;31,9154;228360000,0000;31,2666
;;;;;;228400000,0000;32,8154;228400000,0000;31,9206
;;;;;;228440000,0000;31,5374;228440000,0000;31,6675
;;;;;;228480000,0000;32,4435;228480000,0000;30,3671
;;;;;;228520000,0000;32,0643;228520000,0000;32,0643
;;;;;;228560000,0000;30,7720;228560000,0000;32,4539
;;;;;;228600000,0000;31,4280;228600000,0000;30,3827
;;;;;;228640000,0000;32,0800;228640000,0000;30,9126
;;;;;;228680000,0000;31,9571;228680000,0000;32,0852
;;;;;;228720000,0000;30,6627;228720000,0000;30,1319
;;;;;;228760000,0000;34,2596;228760000,0000;31,5791
;;;;;;228800000,0000;30,9335;228800000,0000;31,8426
;;;;;;228840000,0000;31,0689;228840000,0000;28,9518
;;;;;;228880000,0000;32,2394;228880000,0000;30,1528
;;;;;;228920000,0000;31,4698;228920000,0000;30,4245
;;;;;;228960000,0000;30,9544;228960000,0000;28,8352
;;;;;;229000000,0000;30,5671;229000000,0000;29,5035
;;;;;;229040000,0000;33,5355;229040000,0000;29,3765
;;;;;;229080000,0000;29,9125;229080000,0000;29,5139
;;;;;;229120000,0000;32,6572;229120000,0000;30,1842
;;;;;;229160000,0000;30,5881;229160000,0000;29,1258
;;;;;;229200000,0000;30,1947;229200000,0000;30,4611
;;;;;;229240000,0000;30,3321;229240000,0000;29,9335
;;;;;;229280000,0000;29,8065;229280000,0000;29,9387
;;;;;;229320000,0000;29,4132;229320000,0000;28,6220
;;;;;;229360000,0000;30,4821;229360000,0000;28,1107
;;;;;;229400000,0000;31,9211;229400000,0000;29,5558
;;;;;;229440000,0000;29,4289;229440000,0000;27,6026
;;;;;;229480000,0000;31,2828;229480000,0000;29,5663
;;;;;;229520000,0000;31,2881;229520000,0000;29,1730
;;;;;;229560000,0000;29,0460;229560000,0000;27,8787
;;;;;;229600000,0000;29,0513;229600000,0000;27,4955
;;;;;;229640000,0000;29,0565;229640000,0000;26,9801
;;;;;;229680000,0000;29,9912;229680000,0000;27,6341
;;;;;;229720000,0000;29,9965;229720000,0000;29,4657
;;;;;;229760000,0000;30,5346;229760000,0000;27,2562
;;;;;;229800000,0000;29,6084;229800000,0000;29,2098
;;;;;;229840000,0000;30,5451;229840000,0000;27,2667
;;;;;;229880000,0000;30,0175;229880000,0000;28,5654
;;;;;;229920000,0000;31,2105;229920000,0000;27,6657
;;;;;;229960000,0000;28,5707;229960000,0000;28,1843
;;;;;;230000000,0000;30,8305;230000000,0000;28,7114
;;;;;;230000000,0000;30,1675;230000000,0000;27,2878
;;;;;;230040000,0000;28,9770;230040000,0000;28,9770
;;;;;;230080000,0000;28,9822;230080000,0000;28,9822
;;;;;;230120000,0000;30,3155;230120000,0000;26,9131
;;;;;;230160000,0000;29,2572;230160000,0000;29,1250
;;;;;;230200000,0000;27,8327;230200000,0000;29,9275
;;;;;;230240000,0000;30,0649;230240000,0000;27,9681
;;;;;;230280000,0000;29,2730;230280000,0000;29,2730
;;;;;;230320000,0000;29,9433;230320000,0000;28,2370
;;;;;;230360000,0000;30,4794;230360000,0000;32,6901
;;;;;;230400000,0000;30,8833;230400000,0000;34,7271
;;;;;;230440000,0000;30,2255;230440000,0000;29,8269
;;;;;;230480000,0000;30,8938;230480000,0000;31,2843
;;;;;;230520000,0000;31,1594;230520000,0000;27,7448
;;;;;;230560000,0000;29,8428;230560000,0000;28,7852
;;;;;;230600000,0000;31,6906;230600000,0000;28,7905
;;;;;;230640000,0000;29,5869;230640000,0000;29,0561
;;;;;;230680000,0000;33,4970;230680000,0000;28,4127
;;;;;;230720000,0000;31,0557;230720000,0000;29,0667
;;;;;;230760000,0000;32,4866;230760000,0000;28,9398
;;;;;;230800000,0000;31,9774;230800000,0000;30,6717
;;;;;;230840000,0000;30,0120;230840000,0000;30,8092
;;;;;;230880000,0000;32,5025;230880000,0000;28,5693
;;;;;;230920000,0000;29,4918;230920000,0000;28,7027
;;;;;;230960000,0000;31,0875;230960000,0000;29,4971
;;;;;;231000000,0000;31,7436;231000000,0000;29,2360
;;;;;;231040000,0000;30,7035;231040000,0000;29,3734
;;;;;;231080000,0000;30,7088;231080000,0000;29,9116
;;;;;;231120000,0000;32,5343;231120000,0000;30,1813
;;;;;;231160000,0000;30,0544;231160000,0000;29,3893
;;;;;;231200000,0000;31,5097;231200000,0000;30,8569
;;;;;;231240000,0000;30,8622;231240000,0000;31,5150
;;;;;;231280000,0000;30,3367;231280000,0000;31,3902
;;;;;;231320000,0000;31,2653;231320000,0000;32,6890
;;;;;;231360000,0000;31,1405;231360000,0000;30,2131
;;;;;;231400000,0000;33,7205;231400000,0000;33,9747
;;;;;;231440000,0000;34,7386;231440000,0000;35,6660
;;;;;;231480000,0000;33,7311;231480000,0000;34,8700
;;;;;;231520000,0000;31,8125;231520000,0000;32,3311
;;;;;;231560000,0000;30,2396;231560000,0000;32,3364
;;;;;;231600000,0000;31,0422;231600000,0000;31,5628
;;;;;;231640000,0000;28,9283;231640000,0000;30,7831
;;;;;;231680000,0000;29,5926;231680000,0000;28,2890
;;;;;;231720000,0000;30,1287;231720000,0000;29,9965
;;;;;;231760000,0000;28,5558;231760000,0000;31,0635
;;;;;;231800000,0000;29,8729;231800000,0000;30,4058
;;;;;;231840000,0000;30,5433;231840000,0000;29,3474
;;;;;;231880000,0000;27,6668;231880000,0000;32,5071
;;;;;;231920000,0000;28,8354;231920000,0000;29,2259
;;;;;;231960000,0000;28,7126;231960000,0000;30,1606
;;;;;;232000000,0000;29,5009;232000000,0000;28,8461
;;;;;;232040000,0000;27,1674;232040000,0000;29,3741
;;;;;;232080000,0000;29,1150;232080000,0000;27,6934
;;;;;;232120000,0000;27,9570;232120000,0000;28,4756
;;;;;;232160000,0000;29,9209;232160000,0000;28,7392
;;;;;;232200000,0000;29,3954;232200000,0000;27,7094
;;;;;;232240000,0000;27,1941;232240000,0000;29,9315
;;;;;;232280000,0000;28,4969;232280000,0000;27,4597
;;;;;;232320000,0000;27,3349;232320000,0000;28,6304
;;;;;;232360000,0000;29,5489;232360000,0000;28,1192
;;;;;;232400000,0000;27,8662;232400000,0000;27,2154
;;;;;;232440000,0000;29,8260;232440000,0000;28,3902
;;;;;;232480000,0000;30,8950;232480000,0000;26,8336
;;;;;;232520000,0000;29,0455;232520000,0000;29,0455
;;;;;;232560000,0000;26,9744;232560000,0000;28,5343
;;;;;;232600000,0000;26,8496;232600000,0000;26,8496
;;;;;;232640000,0000;28,1565;232640000,0000;26,1980
;;;;;;232680000,0000;26,2034;232680000,0000;24,3832
;;;;;;232720000,0000;27,1280;232720000,0000;25,8284
;;;;;;232760000,0000;26,3442;232760000,0000;25,4555
;;;;;;232800000,0000;27,1386;232800000,0000;24,6676
;;;;;;232840000,0000;25,8444;232840000,0000;26,2247
;;;;;;232880000,0000;26,6226;232880000,0000;24,4099
;;;;;;232920000,0000;24,9542;232920000,0000;27,0225
;;;;;;232960000,0000;25,6083;232960000,0000;26,7655
;;;;;;233000000,0000;26,1200;233000000,0000;27,0332
;;;;;;233040000,0000;26,1254;233040000,0000;28,8567
;;;;;;233080000,0000;25,1098;233080000,0000;25,2440
;;;;;;233120000,0000;28,2207;233120000,0000;26,5245
;;;;;;233160000,0000;26,5299;233160000,0000;29,0009
;;;;;;233200000,0000;25,8926;233200000,0000;26,2729
;;;;;;233240000,0000;27,0653;233240000,0000;25,3935
;;;;;;233280000,0000;23,6499;233280000,0000;23,3794
;;;;;;233320000,0000;23,9257;233320000,0000;23,7915
;;;;;;233360000,0000;24,7425;233360000,0000;23,6606
;;;;;;233400000,0000;23,8022;233400000,0000;23,6659
;;;;;;233440000,0000;25,1580;233440000,0000;24,7533
;;;;;;233480000,0000;26,3103;233480000,0000;22,5927
;;;;;;233520000,0000;25,1687;233520000,0000;24,2250
;;;;;;233560000,0000;25,1740;233560000,0000;24,3646
;;;;;;233600000,0000;25,8200;233600000,0000;24,7747
;;;;;;233640000,0000;24,9143;233640000,0000;26,4620
;;;;;;233680000,0000;24,9196;233680000,0000;25,3243
;;;;;;233720000,0000;26,0903;233720000,0000;25,4578
;;;;;;233760000,0000;25,4632;233760000,0000;25,5893
;;;;;;233800000,0000;25,7207;233800000,0000;23,7195
;;;;;;233840000,0000;23,8612;233840000,0000;23,8612
;;;;;;233880000,0000;24,5438;233880000,0000;26,1118
;;;;;;233920000,0000;26,4995;233920000,0000;27,9394
;;;;;;233960000,0000;27,0316;233960000,0000;27,9448
;;;;;;234000000,0000;27,0370;234000000,0000;25,3673
;;;;;;234040000,0000;24,9679;234040000,0000;26,6478
;;;;;;234080000,0000;24,0276;234080000,0000;24,7048
;;;;;;234120000,0000;24,8444;234120000,0000;25,1149
;;;;;;234160000,0000;24,9840;234160000,0000;23,6316
;;;;;;234200000,0000;22,9618;234200000,0000;23,2323
;;;;;;234240000,0000;24,5921;234240000,0000;24,9948
;;;;;;234280000,0000;25,4049;234280000,0000;26,9424
;;;;;;234320000,0000;25,9166;234320000,0000;25,4102
;;;;;;234360000,0000;24,4720;234360000,0000;25,0109
;;;;;;234400000,0000;27,0907;234400000,0000;25,2868
;;;;;;234440000,0000;24,8874;234440000,0000;24,0760
;;;;;;234480000,0000;23,8109;234480000,0000;22,4564
;;;;;;234520000,0000;24,0867;234520000,0000;35,0242
;;;;;;234560000,0000;22,8739;234560000,0000;22,7376
;;;;;;234600000,0000;24,0975;234600000,0000;24,9089
;;;;;;234640000,0000;24,1029;234640000,0000;24,1029
;;;;;;234680000,0000;23,2968;234680000,0000;24,3808
;;;;;;234720000,0000;23,7069;234720000,0000;24,5204
;;;;;;234760000,0000;24,2553;234760000,0000;25,0647
;;;;;;234800000,0000;23,5834;234800000,0000;24,2606
;;;;;;234840000,0000;23,8593;234840000,0000;25,2117
;;;;;;234880000,0000;24,1351;234880000,0000;24,4077
;;;;;;234920000,0000;23,8700;234920000,0000;23,8700
;;;;;;234960000,0000;24,2822;234960000,0000;25,6245
;;;;;;235000000,0000;25,3675;235000000,0000;25,8820
;;;;;;235040000,0000;25,3729;235040000,0000;25,7613
;;;;;;235080000,0000;24,9735;235080000,0000;24,8393
;;;;;;235120000,0000;23,3560;235120000,0000;24,7105
;;;;;;235160000,0000;23,7661;235160000,0000;24,7159
;;;;;;235200000,0000;23,6373;235200000,0000;24,7213
;;;;;;235240000,0000;24,9951;235240000,0000;24,0494
;;;;;;235280000,0000;25,4052;235280000,0000;24,4615
;;;;;;235320000,0000;24,4669;235320000,0000;24,6012
;;;;;;235360000,0000;25,6783;235360000,0000;25,4160
;;;;;;235400000,0000;24,4777;235400000,0000;23,6642
;;;;;;235440000,0000;24,8878;235440000,0000;24,6173
;;;;;;235480000,0000;24,4885;235480000,0000;24,6227
;;;;;;235520000,0000;24,4939;235520000,0000;25,6999
;;;;;;235560000,0000;24,4993;235560000,0000;25,0382
;;;;;;235600000,0000;25,4483;235600000,0000;25,7107
;;;;;;235640000,0000;25,9683;235640000,0000;25,5880
;;;;;;235680000,0000;25,0544;235680000,0000;24,6497
;;;;;;235720000,0000;24,2483;235720000,0000;24,7913
;;;;;;235760000,0000;25,0652;235760000,0000;24,7967
;;;;;;235800000,0000;25,6095;235800000,0000;24,6659
;;;;;;235840000,0000;25,4807;235840000,0000;25,3465
;;;;;;235880000,0000;25,0814;235880000,0000;26,0006
;;;;;;235920000,0000;26,5124;235920000,0000;25,6257
;;;;;;235960000,0000;25,0922;235960000,0000;27,3008
;;;;;;236000000,0000;24,5586;236000000,0000;26,3971
;;;;;;236040000,0000;24,6982;236040000,0000;24,8345
;;;;;;236080000,0000;25,1084;236080000,0000;24,9741
;;;;;;236120000,0000;24,8453;236120000,0000;26,1591
;;;;;;236160000,0000;28,2410;236160000,0000;26,4187
;;;;;;236200000,0000;26,9387;236200000,0000;27,4634
;;;;;;236240000,0000;27,2064;236240000,0000;26,9441
;;;;;;236280000,0000;27,4742;236280000,0000;27,3440
;;;;;;236320000,0000;26,0600;236320000,0000;25,5455
;;;;;;236360000,0000;27,6172;236360000,0000;25,9393
;;;;;;236400000,0000;26,1969;236400000,0000;27,2280
;;;;;;236440000,0000;28,2788;236440000,0000;26,8389
;;;;;;236480000,0000;28,5424;236480000,0000;27,7635
;;;;;;236520000,0000;28,4197;236520000,0000;27,1120
;;;;;;236560000,0000;28,8136;236560000,0000;25,5779
;;;;;;236600000,0000;27,7797;236600000,0000;26,3500
;;;;;;236640000,0000;27,2604;236640000,0000;26,4835
;;;;;;236680000,0000;26,8713;236680000,0000;26,2347
;;;;;;236720000,0000;27,4034;236720000,0000;27,7960
;;;;;;236760000,0000;26,4998;236760000,0000;25,8673
;;;;;;236800000,0000;28,1972;236800000,0000;27,5444
;;;;;;236840000,0000;28,8514;236840000,0000;28,3328
;;;;;;236880000,0000;29,5015;236880000,0000;28,5965
;;;;;;236920000,0000;28,4738;236920000,0000;27,6928
;;;;;;236960000,0000;28,0887;236960000,0000;28,0887
;;;;;;237000000,0000;27,5715;237000000,0000;27,1769
;;;;;;237040000,0000;27,8392;237040000,0000;27,1823
;;;;;;237080000,0000;28,1049;237080000,0000;28,3653
;;;;;;237120000,0000;27,8500;237120000,0000;25,9160
;;;;;;237160000,0000;27,8555;237160000,0000;26,1735
;;;;;;237200000,0000;26,6854;237200000,0000;26,6854
;;;;;;237240000,0000;26,5647;237240000,0000;25,6698
;;;;;;237280000,0000;26,1898;237280000,0000;26,5701
;;;;;;237320000,0000;26,9579;237320000,0000;26,3213
;;;;;;237360000,0000;27,8825;237360000,0000;25,5518
;;;;;;237400000,0000;26,5863;237400000,0000;26,4582
;;;;;;237440000,0000;29,0628;237440000,0000;28,6723
;;;;;;237480000,0000;29,8410;237480000,0000;30,1054
;;;;;;237520000,0000;31,8375;237520000,0000;29,7183
;;;;;;237560000,0000;35,8148;237560000,0000;31,1799
;;;;;;237600000,0000;28,1754;237600000,0000;28,6940
;;;;;;237640000,0000;37,5360;237640000,0000;32,7648
;;;;;;237680000,0000;35,4507;237680000,0000;28,7048
;;;;;;237720000,0000;29,4871;237720000,0000;28,1916
;;;;;;237760000,0000;29,4925;237760000,0000;25,8745
;;;;;;237800000,0000;26,2602;237800000,0000;25,2068
;;;;;;237840000,0000;26,5178;237840000,0000;25,8854
;;;;;;237880000,0000;26,5233;237880000,0000;25,4861
;;;;;;237920000,0000;26,0243;237920000,0000;24,8183
;;;;;;237960000,0000;27,1768;237960000,0000;25,2285
;;;;;;238000000,0000;25,6386;238000000,0000;25,9071
;;;;;;238040000,0000;29,1441;238040000,0000;26,0406
;;;;;;238080000,0000;28,6309;238080000,0000;27,5876
;;;;;;238120000,0000;29,6695;238120000,0000;27,3287
;;;;;;238160000,0000;28,1211;238160000,0000;28,3815
;;;;;;238200000,0000;28,1266;238200000,0000;26,3145
;;;;;;238240000,0000;27,2148;238240000,0000;26,9524
;;;;;;238280000,0000;27,3504;238280000,0000;25,8109
;;;;;;238320000,0000;27,6202;238320000,0000;25,9505
;;;;;;238360000,0000;28,4086;238360000,0000;24,6055
;;;;;;238400000,0000;27,1043;238400000,0000;24,0700
;;;;;;238440000,0000;27,2420;238440000,0000;24,2097
;;;;;;238480000,0000;26,9851;238480000,0000;23,4036
;;;;;;238520000,0000;26,6102;238520000,0000;23,6796
;;;;;;238560000,0000;25,9831;238560000,0000;24,9052
;;;;;;238600000,0000;27,6583;238600000,0000;24,0972
;;;;;;238640000,0000;27,7939;238640000,0000;24,3731
;;;;;;238680000,0000;27,1424;238680000,0000;26,5059
;;;;;;238720000,0000;27,5424;238720000,0000;25,7365
;;;;;;238760000,0000;29,2420;238760000,0000;27,4157
;;;;;;238800000,0000;28,2082;238800000,0000;26,6483
;;;;;;238840000,0000;28,7343;238840000,0000;25,7528
